7.416,6.19,18.0,697200.0
6.727,9.42,20.9,577500.0
6.781,7.67,20.9,556500.0
6.405,10.63,20.9,390600.0
6.137,13.44,20.9,405300.0
6.167,12.33,20.9,422100.0
5.851,16.47,20.9,409500.0
5.836,18.66,20.9,409500.0
6.127,14.09,20.9,428400.0
6.474,12.27,20.9,415800.0
6.229,15.55,20.9,407400.0
6.195,13.0,20.9,455700.0
6.715,10.16,17.8,478800.0
5.913,16.21,17.8,394800.0
6.092,17.09,17.8,392700.0
6.254,10.45,17.8,388500.0
5.928,15.76,17.8,384300.0
6.176,12.04,17.8,445200.0
6.021,10.3,17.8,403200.0
5.872,15.37,17.8,428400.0
5.731,13.61,17.8,405300.0
5.87,14.37,19.1,462000.0
6.004,14.27,19.1,426300.0
5.961,17.93,19.1,430500.0
5.856,25.41,19.1,363300.0
5.879,17.58,19.1,394800.0
5.986,14.81,19.1,449400.0
5.613,27.26,19.1,329700.0
5.693,17.19,21.2,340200.0
6.431,15.39,21.2,378000.0
5.637,18.34,21.2,300300.0
6.458,12.6,21.2,403200.0
6.326,12.26,21.2,411600.0
6.372,11.12,21.2,483000.0
5.822,15.03,21.2,386400.0
5.757,17.31,21.2,327600.0
6.335,16.96,21.2,380100.0
5.942,16.9,21.2,365400.0
6.454,14.59,21.2,359100.0
5.857,21.32,21.2,279300.0
6.151,18.46,21.2,373800.0
6.174,24.16,21.2,294000.0
5.019,34.41,21.2,302400.0
5.403,26.82,14.7,281400.0
5.468,26.42,14.7,327600.0
4.903,29.29,14.7,247800.0
6.13,27.8,14.7,289800.0
5.628,16.65,14.7,327600.0
4.926,29.53,14.7,306600.0
5.186,28.32,14.7,373800.0
5.597,21.45,14.7,323400.0
6.122,14.1,14.7,451500.0
5.404,13.28,14.7,411600.0
5.012,12.12,14.7,321300.0
5.709,15.79,14.7,407400.0
6.129,15.12,14.7,357000.0
6.152,15.02,14.7,327600.0
5.272,16.14,14.7,275100.0
6.943,4.59,14.7,867300.0
6.066,6.43,14.7,510300.0
6.51,7.39,14.7,489300.0
6.25,5.5,14.7,567000.0
5.854,11.64,14.7,476700.0
6.101,9.81,14.7,525000.0
5.877,12.14,14.7,499800.0
6.319,11.1,14.7,499800.0
6.402,11.32,14.7,468300.0
5.875,14.43,14.7,365400.0
5.88,12.03,14.7,401100.0
5.572,14.69,16.6,485100.0
6.416,9.04,16.6,495600.0
5.859,9.64,16.6,474600.0
6.546,5.33,16.6,617400.0
6.02,10.11,16.6,487200.0
6.315,6.29,16.6,516600.0
6.86,6.92,16.6,627900.0
6.98,5.04,17.8,781200.0
7.765,7.56,17.8,835800.0
6.144,9.45,17.8,760200.0
7.155,4.82,17.8,795900.0
6.563,5.68,17.8,682500.0
5.604,13.98,17.8,554400.0
6.153,13.15,17.8,621600.0
6.782,6.68,15.2,672000.0
6.556,4.56,15.2,625800.0
7.185,5.39,15.2,732900.0
6.951,5.1,15.2,777000.0
6.739,4.69,15.2,640500.0
7.178,2.87,15.2,764400.0
6.8,5.03,15.6,653100.0
6.604,4.38,15.6,611100.0
7.287,4.08,12.6,699300.0
7.107,8.61,12.6,636300.0
7.274,6.62,12.6,726600.0
6.975,4.56,17.0,732900.0
7.135,4.45,17.0,690900.0
6.162,7.43,14.7,506100.0
7.61,3.11,14.7,888300.0
7.853,3.81,14.7,1018500.0
5.891,10.87,18.6,474600.0
