6.782,25.79,20.2,157500.0
5.304,26.64,20.2,218400.0
5.957,20.62,20.2,184800.0
6.824,22.74,20.2,176400.0
6.411,15.02,20.2,350700.0
6.006,15.7,20.2,298200.0
5.648,14.1,20.2,436800.0
6.103,23.29,20.2,281400.0
5.565,17.16,20.2,245700.0
5.896,24.39,20.2,174300.0
5.837,15.69,20.2,214200.0
6.202,14.52,20.2,228900.0
6.193,21.52,20.2,231000.0
6.38,24.08,20.2,199500.0
6.348,17.64,20.2,304500.0
6.833,19.69,20.2,296100.0
6.425,12.03,20.2,338100.0
6.436,16.22,20.2,300300.0
6.208,15.17,20.2,245700.0
6.629,23.27,20.2,281400.0
6.461,18.05,20.2,201600.0
6.152,26.45,20.2,182700.0
5.935,34.02,20.2,176400.0
5.627,22.88,20.2,268800.0
5.818,22.11,20.2,220500.0
6.406,19.52,20.2,359100.0
6.219,16.59,20.2,386400.0
6.485,18.85,20.2,323400.0
5.854,23.79,20.2,226800.0
6.459,23.98,20.2,247800.0
6.341,17.79,20.2,312900.0
6.251,16.44,20.2,264600.0
6.185,18.13,20.2,296100.0
6.417,19.31,20.2,273000.0
6.749,17.44,20.2,281400.0
6.655,17.73,20.2,319200.0
6.297,17.27,20.2,338100.0
7.393,16.74,20.2,373800.0
6.728,18.71,20.2,312900.0
6.525,18.13,20.2,296100.0
5.976,19.01,20.2,266700.0
5.936,16.94,20.2,283500.0
6.301,16.23,20.2,312900.0
6.081,14.7,20.2,420000.0
6.701,16.42,20.2,344400.0
6.376,14.65,20.2,371700.0
6.317,13.99,20.2,409500.0
6.513,10.29,20.2,424200.0
6.209,13.22,20.2,449400.0
5.759,14.13,20.2,417900.0
5.952,17.15,20.2,399000.0
6.003,21.32,20.2,401100.0
5.926,18.13,20.2,401100.0
5.713,14.76,20.2,422100.0
6.167,16.29,20.2,417900.0
6.229,12.87,20.2,411600.0
6.437,14.36,20.2,487200.0
6.98,11.66,20.2,625800.0
5.427,18.14,20.2,289800.0
6.162,24.1,20.2,279300.0
6.484,18.68,20.2,350700.0
5.304,24.91,20.2,252000.0
6.185,18.03,20.2,306600.0
6.229,13.11,20.2,449400.0
6.242,10.74,20.2,483000.0
6.75,7.74,20.2,497700.0
7.061,7.01,20.2,525000.0
5.762,10.42,20.2,457800.0
5.871,13.34,20.2,432600.0
6.312,10.58,20.2,445200.0
6.114,14.98,20.2,401100.0
5.905,11.45,20.2,432600.0
5.454,18.06,20.1,319200.0
5.414,23.97,20.1,147000.0
5.093,29.68,20.1,170100.0
5.983,18.07,20.1,285600.0
5.983,13.35,20.1,422100.0
5.707,12.01,19.2,457800.0
5.926,13.59,19.2,514500.0
5.67,17.6,19.2,485100.0
5.39,21.14,19.2,413700.0
5.794,14.1,19.2,384300.0
6.019,12.92,19.2,445200.0
5.569,15.1,19.2,367500.0
6.027,14.33,19.2,352800.0
6.593,9.67,21.0,470400.0
6.12,9.08,21.0,432600.0
6.976,5.64,21.0,501900.0
6.794,6.48,21.0,462000.0
6.03,7.88,21.0,249900.0
